quarter,hb_code,location_code,urban_rural,admission_type,specialty_name,episodes,length_of_episode,spells,hb_name,total_occupied_beds,pop
2020Q1,S08000022,H103H,Rural,All Day cases,Ophthalmology,56,0,56,Highland,42047,320860
2020Q2,S08000022,H103H,Rural,All Day cases,Ophthalmology,15,0,15,Highland,28404,320860
2020Q3,S08000022,H103H,Rural,All Day cases,Ophthalmology,26,0,26,Highland,36936,320860
2020Q4,S08000022,H103H,Rural,All Day cases,Ophthalmology,80,0,80,Highland,41028,320860
2021Q1,S08000022,H103H,Rural,All Day cases,Ophthalmology,36,0,36,Highland,41261,320860
2021Q2,S08000022,H103H,Rural,All Day cases,Ophthalmology,33,0,30,Highland,40132,320860
2021Q3,S08000022,H103H,Rural,All Day cases,Ophthalmology,38,0,37,Highland,45292,320860
2020Q1,S08000022,C121H,Rural,All Day cases,General Medicine,5,0,5,Highland,42047,320860
2020Q2,S08000022,C121H,Rural,All Day cases,General Medicine,0,0,0,Highland,28404,320860
2020Q3,S08000022,C121H,Rural,All Day cases,General Medicine,5,0,5,Highland,36936,320860
2020Q4,S08000022,C121H,Rural,All Day cases,General Medicine,0,0,0,Highland,41028,320860
2021Q1,S08000022,C121H,Rural,All Day cases,General Medicine,5,0,5,Highland,41261,320860
2021Q2,S08000022,C121H,Rural,All Day cases,General Medicine,5,0,5,Highland,40132,320860
2021Q3,S08000022,C121H,Rural,All Day cases,General Medicine,5,0,5,Highland,45292,320860
2020Q1,S08000022,C121H,Rural,All Day cases,General Surgery,38,0,40,Highland,42047,320860
2020Q3,S08000022,C121H,Rural,All Day cases,General Surgery,46,0,46,Highland,36936,320860
2020Q4,S08000022,C121H,Rural,All Day cases,General Surgery,40,0,40,Highland,41028,320860
2021Q1,S08000022,C121H,Rural,All Day cases,General Surgery,47,0,45,Highland,41261,320860
2021Q2,S08000022,C121H,Rural,All Day cases,General Surgery,46,0,46,Highland,40132,320860
2021Q3,S08000022,C121H,Rural,All Day cases,General Surgery,44,0,45,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,General Medicine,741,0,596,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,General Medicine,479,0,401,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,General Medicine,841,0,727,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,General Medicine,781,0,653,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,General Medicine,650,0,516,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,General Medicine,759,0,629,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,General Medicine,713,0,611,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Cardiology,175,0,162,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Cardiology,81,0,76,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Cardiology,148,0,138,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Cardiology,145,0,137,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Cardiology,156,0,146,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Cardiology,156,0,141,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Cardiology,156,0,152,Highland,45292,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Infectious Diseases,0,0,0,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Infectious Diseases,0,0,0,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Dermatology,5,0,5,Highland,42047,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Dermatology,0,0,0,Highland,36936,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Dermatology,0,0,0,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Dermatology,0,0,0,Highland,40132,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Endocrinology & Diabetes,10,0,10,Highland,42047,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Endocrinology & Diabetes,0,0,0,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Gastroenterology,10,0,10,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Gastroenterology,0,0,0,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Gastroenterology,5,0,5,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Gastroenterology,5,0,5,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Gastroenterology,10,0,5,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Gastroenterology,18,0,12,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Gastroenterology,10,0,5,Highland,45292,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Genito-Urinary Medicine,0,0,0,Highland,41028,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Geriatric Medicine,0,0,0,Highland,42047,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Geriatric Medicine,5,0,5,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Geriatric Medicine,0,0,0,Highland,41261,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Renal Medicine,0,0,0,Highland,42047,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Renal Medicine,0,0,0,Highland,41028,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Renal Medicine,0,0,0,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Renal Medicine,5,0,5,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Neurology,35,0,36,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Neurology,5,0,5,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Neurology,5,0,5,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Neurology,25,0,25,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Neurology,5,0,5,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Neurology,20,0,18,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Neurology,12,0,12,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,5,0,0,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,0,0,0,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,0,0,0,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,5,0,0,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,5,0,0,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,10,0,5,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Respiratory Medicine,5,0,5,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Rheumatology,10,0,10,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Rheumatology,16,0,16,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Rheumatology,73,0,73,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Rheumatology,77,0,77,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Rheumatology,75,0,75,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Rheumatology,75,0,75,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Rheumatology,77,0,77,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,General Surgery,778,0,676,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,General Surgery,229,0,210,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,General Surgery,645,0,576,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,General Surgery,642,0,591,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,General Surgery,482,0,429,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,General Surgery,611,0,553,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,General Surgery,599,0,553,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Anaesthetics,265,0,263,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Anaesthetics,16,0,16,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Anaesthetics,132,0,132,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Anaesthetics,159,0,159,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Anaesthetics,170,0,170,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Anaesthetics,256,0,252,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Anaesthetics,219,0,219,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",207,0,200,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",83,0,81,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",172,0,164,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",178,0,172,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",110,0,103,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",155,0,147,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,"Ear, Nose & Throat (ENT)",143,0,136,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Ophthalmology,660,0,656,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Ophthalmology,162,0,162,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Ophthalmology,551,0,548,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Ophthalmology,632,0,628,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Ophthalmology,503,0,503,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Ophthalmology,566,0,556,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Ophthalmology,428,0,422,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,404,0,322,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,30,0,22,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,265,0,249,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,143,0,135,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,48,0,37,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,298,0,214,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Trauma and Orthopaedic Surgery,366,0,270,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Plastic Surgery,47,0,47,Highland,42047,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Plastic Surgery,35,0,35,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Plastic Surgery,35,0,35,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Plastic Surgery,20,0,20,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Plastic Surgery,29,0,29,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Plastic Surgery,25,0,27,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Urology,81,0,77,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Urology,15,0,15,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Urology,35,0,35,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Urology,44,0,43,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Urology,24,0,25,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Urology,60,0,60,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Urology,75,0,75,Highland,45292,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Clinical Radiology,0,0,0,Highland,41261,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,820,0,819,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,698,0,698,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,681,0,677,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,682,0,680,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,714,0,714,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,770,0,762,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Clinical Oncology,737,0,733,Highland,45292,320860
2020Q1,S08000022,S08000022,Rural,All Day cases,Haematology,354,0,352,Highland,42047,320860
2020Q2,S08000022,S08000022,Rural,All Day cases,Haematology,351,0,347,Highland,28404,320860
2020Q3,S08000022,S08000022,Rural,All Day cases,Haematology,340,0,339,Highland,36936,320860
2020Q4,S08000022,S08000022,Rural,All Day cases,Haematology,340,0,339,Highland,41028,320860
2021Q1,S08000022,S08000022,Rural,All Day cases,Haematology,336,0,331,Highland,41261,320860
2021Q2,S08000022,S08000022,Rural,All Day cases,Haematology,324,0,324,Highland,40132,320860
2021Q3,S08000022,S08000022,Rural,All Day cases,Haematology,353,0,350,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,General Medicine,498,0,363,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,General Medicine,240,0,189,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,General Medicine,373,0,297,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,General Medicine,385,0,288,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,General Medicine,381,0,275,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,General Medicine,468,0,353,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,General Medicine,425,0,337,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Cardiology,175,0,162,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,Cardiology,81,0,76,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,Cardiology,148,0,138,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Cardiology,145,0,137,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Cardiology,156,0,146,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Cardiology,156,0,141,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Cardiology,156,0,152,Highland,45292,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Infectious Diseases,0,0,0,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Infectious Diseases,0,0,0,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Dermatology,5,0,5,Highland,42047,320860
2020Q3,S08000022,H202H,Rural,All Day cases,Dermatology,0,0,0,Highland,36936,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Dermatology,0,0,0,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Dermatology,0,0,0,Highland,40132,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Endocrinology & Diabetes,10,0,10,Highland,42047,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Endocrinology & Diabetes,0,0,0,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Gastroenterology,10,0,10,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,Gastroenterology,0,0,0,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,Gastroenterology,5,0,5,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Gastroenterology,5,0,5,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Gastroenterology,10,0,5,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Gastroenterology,18,0,12,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Gastroenterology,10,0,5,Highland,45292,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Genito-Urinary Medicine,0,0,0,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Geriatric Medicine,0,0,0,Highland,41261,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Renal Medicine,0,0,0,Highland,42047,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Renal Medicine,0,0,0,Highland,41028,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Renal Medicine,0,0,0,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Renal Medicine,5,0,5,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Neurology,35,0,36,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,Neurology,5,0,5,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,Neurology,5,0,5,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Neurology,25,0,25,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Neurology,5,0,5,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Neurology,20,0,18,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Neurology,12,0,12,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,5,0,0,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,0,0,0,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,0,0,0,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,5,0,0,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,5,0,0,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,10,0,5,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Respiratory Medicine,5,0,5,Highland,45292,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Rheumatology,0,0,0,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Rheumatology,0,0,0,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,General Surgery,503,0,422,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,General Surgery,124,0,110,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,General Surgery,215,0,193,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,General Surgery,260,0,247,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,General Surgery,188,0,165,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,General Surgery,303,0,266,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,General Surgery,305,0,270,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Anaesthetics,0,0,0,Highland,42047,320860
2021Q2,S08000022,H202H,Rural,All Day cases,Anaesthetics,5,0,0,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,Anaesthetics,0,0,0,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",207,0,200,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",83,0,81,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",172,0,164,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",178,0,172,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",110,0,103,Highland,41261,320860
2021Q2,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",155,0,147,Highland,40132,320860
2021Q3,S08000022,H202H,Rural,All Day cases,"Ear, Nose & Throat (ENT)",143,0,136,Highland,45292,320860
2020Q1,S08000022,H202H,Rural,All Day cases,Ophthalmology,604,0,600,Highland,42047,320860
2020Q2,S08000022,H202H,Rural,All Day cases,Ophthalmology,147,0,147,Highland,28404,320860
2020Q3,S08000022,H202H,Rural,All Day cases,Ophthalmology,525,0,522,Highland,36936,320860
2020Q4,S08000022,H202H,Rural,All Day cases,Ophthalmology,552,0,549,Highland,41028,320860
2021Q1,S08000022,H202H,Rural,All Day cases,Ophthalmology,467,0,467,Highland,41261,320860
